id,title,published_date,year,month,day,num_views,num_likes,length,quality,tags,num_tags
5RrTApT8c2U,MAKE FIRE LIKE A BOSS! How to Make Char Cloth  #surivival #survivalskills #bushcrafting #outdoorboys,2024-05-02 19:03:43+00:00,24,5,Thursday,981822,46451,59.0,hd,"['bushcrafting', 'how to make fire', 'flint and steel', 'char cloth', 'how to make char cloth', 'making char cloth', 'charred cloth', 'how to make fire with flint', 'survival skills', 'how to start a primitive fire', 'primitive survival', 'primitive survival skills']",12
W5IzYJLtAPs,3 Story Cardboard Castle with draw bridge!!!!,2018-02-17 12:20:22+00:00,18,2,Saturday,6807765,49332,750.0,hd,"['cardboard', 'cardboard castle', 'carboard fort', 'fort', 'draw bridge', 'Card board fort', 'card board castle', '3 story cardboard castle', '3 story cardboard fort', 'building a castle', 'building a cardboard fort', 'building a cardboard castle', 'kids cardboard castle', 'kids cardboard fort', 'giant cardboard fort', 'giant cardboard mansion', 'cardboard fort challenge', 'cardboard challenge', 'challenge', 'build a fort']",20
pIgxjW1lZjw,4 Days Camping in Alaska at -23 Degrees,2024-02-03 12:00:50+00:00,24,2,Saturday,19776873,459667,1978.0,hd,"['camping', 'Alaska', 'hot tent', 'hot tent camping', 'camping in hot tent', 'winter camping', 'camping in snow', 'camping in Alaska', 'Alaskan bush', 'backcountry', 'backcountry camping', 'hunting', 'fishing', 'ice fishing', 'snowmachine', 'snow mobile', 'snow machine camping', 'extreme camping', 'extreme cold camping', 'camping in cold weather', 'Solo camping', 'bushcraft', 'survival skills', 'arctic']",24
3pWkSJvQ_8c,"Diving for Couch Treasure w/ DALLMYD, Jiggn' with Jordan & Aquachigger",2018-12-29 11:48:22+00:00,18,12,Saturday,275669,5424,517.0,hd,"['River treasure', 'treasure', 'diving', 'diving for river treasure', 'DALLMYD', 'Jigging with jordan', ""jigg'n with jordan"", 'Aquachigger', 'couch treasure', 'diving for couch treasure', 'finding treasure', 'treasure hunting', 'snorkeling', 'scuba diving', 'kids toys', 'cleaning under the couch']",16
v10rdtfODDs,Outdoor NERF WAR 20 vs 20!!! Unboxing 60 guns + 4000 rounds of ammo,2019-11-09 11:53:34+00:00,19,11,Saturday,14156902,63829,413.0,hd,,0
PTnrqkMpfj8,Camping Under the Snow in Survival Shelter,2024-01-06 12:00:18+00:00,24,1,Saturday,11344774,355273,1299.0,hd,"['winter', 'alaska', 'camping', 'skiing', 'backcountry skiing', 'mountaineering', 'survival shelter', 'snowcave', 'snow shelter', 'snow camping', 'cold weather camping', 'camping in snow', 'winter camping', 'winter camping Alaska', 'camping Alaska', 'trekking', 'snow shoeing', 'building a winter survival shelter', 'winter bushcraft']",19
PvY0U68MIKg,Fishing & Camping in Spain (Part 1),2019-02-09 12:53:23+00:00,19,2,Saturday,123028,2773,1110.0,hd,"['Fishing', 'Camping', 'Fishing in spain', 'Camping in Spain', 'Camping Europe', 'Fishing Europe', 'Spain Fishing', 'Catalonia', 'Catalonia fishing', 'Fishing and Camping', 'Fishing trip', 'Fishing and Camping in Spain', 'Spanish Fishing trip', 'Fishing for carp', 'Fishing for carp in Spain', 'Fishing ebro river', 'Fishing ebre river', 'Fishing for carp on the ebro river', 'trophy carp', 'carp fishing', 'bucket list carp fishing']",21
NeU6OTeKQxk,Camping in Whale Graveyard & Treasure Hunting Remote Alaskan Beaches,2024-06-08 11:00:18+00:00,24,6,Saturday,10444179,215173,2839.0,hd,"['Camping', 'solo camping', 'camping Alaska', 'Alaska', 'alaska travel', 'Dillingham', 'Beach combing', 'Treasure hunting', 'relic hunting', 'antiques', 'river treasure', 'beach treasure', 'remote camping', 'wilderness camping', 'cold weather camping', 'hunting', 'hunting walrus', 'walrus ivory', 'looking for walrus ivory', 'whale bones', 'glass floats', 'finding glass floats', 'antique glass floats', 'glass balls', 'bargain hunting', 'ivory', 'searching for ivory', 'Dillingham Alaska', 'Alaska adventure', 'Things to do in Alaska']",30
-TybWdGCyvk,Q&A with My Trolls - You Laugh You Lose.,2018-06-30 10:38:04+00:00,18,6,Saturday,502325,18523,701.0,hd,"['internet trolls', 'trolls', 'Q&A', 'Q&A with my Trolls', 'answering trolls', 'dealing with trolls', 'cyber bullying', 'responding to trolls', 'dealing with bullies', 'responding to bullies', 'funny video', 'you laugh you lose', 'laugh', 'lol']",14
vXnlvQa8IVc,Berry picking and foraging - Survival food: Autumn olives - How to make Autumn olive jelly.,2017-09-30 11:45:02+00:00,17,9,Saturday,288810,4071,1019.0,hd,"['Survival food', 'berry picking', 'foraging', 'foraging for food', 'Autumn olives', 'how to make autumn olive jelly', 'wild berries', 'Survival skills', 'survival', 'food', 'berry', 'picking wild berries', 'autumn olive identification', 'harvesting wild food', 'harvesting', 'harvesting wild berries', 'Wild berries Virginia', 'Virginia foraging']",18
ipP3INRkzKo,CUTTING OPEN a polished aluminum foil ball - Sawing and chopping 2 aluminium balls.,2018-04-11 23:02:34+00:00,18,4,Wednesday,2170946,25404,523.0,hd,"[""What's inside"", 'aluminum foil', 'foil', 'foil ball', 'polishing foil balls', 'polishing aluminum foil balls', 'Japanese aluminum foil ball challenge', 'foil ball challenge', 'aluminum foil ball challenge', 'making a tin foil ball', 'tin foil ball', 'aluminum foil ball', 'aluminum foil ball polishing', 'aluminum ball polishing', 'cutting open', ""what's inside polished aluminum foil ball"", 'cutting open foil ball', 'cutting in half foil ball', 'cutting open a polished aluminum foil ball']",19
rPAhFD8hKxQ,Survival Camping 9ft/3m Under Snow - Giant Winter Bushcraft Shelter and Quinzee,2022-03-19 11:00:22+00:00,22,3,Saturday,38281008,483033,1301.0,hd,"['camping', 'survival', 'bushcraft', 'solo camping', 'survival camping', 'survival shelter', 'snow cave', 'quinzee', 'quinzhee', 'camping in snow cave', 'camping in snow', 'winter camping', 'winter bushcraft', 'bushcraft shelter', 'camping in snow storm', 'camping ASMR', 'deep snow camping', 'winter survival shelter', 'solo survival camping', 'deep snow survival shelter', 'cold weather camping', 'warm bushcraft shelter', 'sleeping in snow', 'winter survival skills', 'survival skills', 'bushcraft skills', 'camping adventure']",27
uGEXYnbXB10,Back Country Camping & Hiking - Searching for Hidden Waterfall & Abandoned Mine,2020-05-09 11:22:35+00:00,20,5,Saturday,3548515,48412,1405.0,hd,"['camping', 'hiking', 'back country camping', 'wild camping', 'remote camping', 'bushcraft', 'exploring', 'hiking with kids', 'hiking near me', 'no trail hiking', 'hiking trail', 'camping gear', 'camping near me', 'search for hidden waterfall', 'great places to hike', 'great places to camp', 'remote hiking']",17
LxVczipWxos,"7 Days Remote Camping, Fishing & Exploring Ketchikan Alaska",2024-07-20 11:00:26+00:00,24,7,Saturday,8779197,166505,2445.0,hd,"['Ketchikan', 'Alaska', 'Things to do in Alaska', 'Alaska cruise', 'shore excursions', 'Travel Alaska', 'Alaska Vacation', 'Family travel alaska', 'things to do in Ketchikan', 'Southeast Alaska', 'Fishing', 'Camping', 'Fly fishing', 'Fishing halibut', 'Fishing Ketchikan', 'Fishing Alaska', 'Camping ALaska', 'totem poles', 'remote camping', 'fly in fishing trip', 'remote fishing alaska', 'wilderness camping', 'backcountry camping', 'backcountry camping alaska', 'travel to alaska', 'tourism alaska', 'visiting alaska']",27
75fUfnddXE4,Floating River on Inflatable Dock - Fishing Catch Cook Camp,2020-05-23 09:56:59+00:00,20,5,Saturday,8271850,75558,1438.0,hd,,0
_1jj3KIXaSY,Hot Tent Camping in Deep Snow,2022-01-01 12:00:18+00:00,22,1,Saturday,5475774,111007,1037.0,hd,"['Camping', 'hot tent', 'hot tent camping', 'winter camping', 'cold weather camping', 'camping in snow', 'hot tent camping in snow', 'hot tent camping in winter', 'camping skills', 'deep snow camping', 'bushcraft', 'survival shelter', 'survival shelter camping', 'camping with family', 'camping in Alaska', 'winter survival camping', 'winter glamping', 'snow cave camping']",18
uWqC7gSPxCI,"Camping, Fishing & Clamming in a Snow Storm - Coastal Foraging in Alaska",2024-05-25 11:00:46+00:00,24,5,Saturday,8637894,182598,2006.0,hd,"['Camping', 'foraging', 'clamming', 'clam digging', 'Alaska', 'camping alaska', 'fishing alaska', 'alaska adventure', 'fishing for halibut', 'surf fishing alaska', 'cold weather camping', 'camping in storm', 'camping in snow storm', 'camping in snow', 'costal foraging', 'survival skills', 'foraging alaska']",17
A3WyheeRPVs,Winter Camping in our Bushcraft Bunkbed Shelter (Roasting King Crabs over the Fire),2023-03-18 12:00:10+00:00,23,3,Saturday,6889265,83423,1104.0,hd,"['Winter Camping', 'Camping', 'Bushcraft', 'survival', 'Bushcraft camping', 'bushcraft shelter', 'survival shelter', 'winter camping with no tent', 'Camping with kids', 'cold weather camping', 'camping in snow', 'Alaska', 'Camping in Alaska', 'Alaska camping', 'bushcraft project', 'survival camping', 'cooking king crab', 'campfire cooking', 'bunkbeds', 'bushcraft bunkbed']",20
qjz6J6bqxjA,$25 Walmart Survival Challenge - Winter Camping in Rain (3yr old chose half the gear!),2021-03-20 11:00:32+00:00,21,3,Saturday,6020396,93749,1161.0,hd,"['Walmart challenge', 'Walmart survival challenge', 'walmart camping challenge', 'walmart camping gear', 'survival challenge', 'survival camping', 'camping', 'bushcraft', 'camping tricks', 'camping hacks', 'camping gear', 'survival gear', 'winter camping', 'camping with kid', 'family camping', 'camping challenge', 'camping in rain', 'cold weather camping', 'buying camping gear', 'cheap camping gear', 'affordable camping gear']",21
ysZb-ovcFnE,Hunting children - Dad vs Kids Nerf  War,2018-05-26 10:25:02+00:00,18,5,Saturday,3966728,26705,469.0,hd,"['Nerf', 'nerf war', 'nerf fight', 'nerf gun battle', 'hunting', 'hunting videos', 'hunting children', 'hunting toddlers', 'Parents vs kids', 'hunting kids', 'nerf battle', 'nerf gun', 'kids vs parents fight', 'parenting', 'parenting humor', 'funny parenting videos']",16
7rXyUkRirYA,My Wife Went Fishing in Alaska WITHOUT ME!!! Monster Salmon & Broken Fishing Rods,2021-10-16 11:00:03+00:00,21,10,Saturday,389580,12043,642.0,hd,,0
QiO4VoC2Sgc,NEVER get cold feet again! Ultimate Winter Camping Hack #camping,2024-07-02 12:00:33+00:00,24,7,Tuesday,425469,20623,26.0,hd,"['Staying warm', 'cold weather camping', 'camping', 'hiking', 'backpacking', 'outdoors', 'cold weather', 'stay warm', 'hypothermia', 'frost bite', 'mountaineering', 'mountain climbing', 'trekking', 'cross country skiing', 'skiing', 'winter sports', 'winter', 'snow']",18
1JvnYuI9ylI,Making knives for Mother's Day! Ultimate Mother's Day Gift Idea!!!,2018-05-12 10:01:44+00:00,18,5,Saturday,218213,4896,682.0,hd,"[""mother's Day"", ""Mother's Day gift"", ""Mother's day gift ideas"", 'how to make knives', 'knife making', 'kitchen knife', 'custom kitchen knives', 'custom knife making', ""make a knife for mother's day"", ""mother's day present"", ""mother's day idea"", ""besst mother's day present"", 'forging', 'how to make knives without a forge', 'beginner knife making', 'making knives', 'building knives']",17
YbKSPjDgfX0,No Food Survival Camping - Foraging  Wild Edibles & Building Shelter (Axe Only Bushcraft Challenge),2020-04-04 11:31:33+00:00,20,4,Saturday,5140325,55457,1330.0,hd,"['Survival', 'survival camping', 'camping', 'foraging', 'foraging wild edibles', 'foraging tubers', 'foraging food', 'no food camping', 'bushcraft', 'survival shelter', 'building a survival shelter', 'camping with kids', 'family camping', 'arrow arum', 'finding food', 'survival skills', 'how to survive in woods', 'how to forage', 'axe only survival camping', 'axe only', 'camping without food', 'axe only challenge', 'bushcraft skills']",23
Nh_qg4U-J-0,Drinking nasty water without suffering      #survival #survivalskills #camping #campinghacks,2024-05-02 16:23:07+00:00,24,5,Thursday,143224,7149,55.0,hd,,0
q4sf3FvbzKM,Bushcraft Camping in the Swamps  #camping #bushcraft #survival #wildernesscamping,2024-06-16 16:41:59+00:00,24,6,Sunday,368238,19150,59.0,hd,"['Camping', 'bushcraft', 'survival', 'no tent camping', 'survival camping', 'bushcraft camping', 'bushcraft shelter', 'survival skills', 'survival videos', 'travel adventure', 'camping in swamp', 'camping in bayou', 'frog legs', 'eating frogs', 'cooking frogs', 'frog leg jumbalaya', 'cajun camping', 'Survival challenge', 'alone in the wilderness', 'solo camping', 'Swamp people', 'Camping with the boys', 'Camping in the rain', 'Camping in a swamp', 'bushcraft gear']",25
b9BkRyK3ma0,"11 Day Fishing Catch & Cook in Hawaii - Diving with Whales, Spearfishing, Snorkeling & Adventure",2022-04-09 11:00:18+00:00,22,4,Saturday,7296440,53521,4905.0,hd,"['Fishing', 'Hawaii', 'Kauai', 'Fishing Hawaii', 'Hawaii travel', 'hawaii vacation', 'hawaii travel video', 'hawaii fishing video', 'where to fish hawaii', 'spearfishing', 'spearfishing hawaii', 'fishing catch and cook', 'catch and cook', 'catch clean cook', 'multispecies fishing', 'multispecies catch and cook', 'hawaiian food', 'snorkeling', 'diving', 'snorkeling hawaii', 'kauai vacation', 'vacation ideas', 'travel video', 'exploring kauai', 'things to do in kauai', 'things to do in hawaii', 'family vacation', 'whale watching']",28
loTJNHYKrq8,Ultimate Woodworking Project for Dads - Making wooden swords and shields,2017-12-16 13:02:54+00:00,17,12,Saturday,725167,7307,1370.0,hd,"['wood sword', 'wood shield', 'make sword', 'make shield', 'make wood sword', 'make wood shield', 'sword and shield', 'sword and shield for kids', 'sword for kids', 'shield for kids', 'make wood sword cheap', 'make wood sword with hand tools', 'how to make a wood sword', 'how to make a wood shield', 'how to make a wood sword and shield', 'How to make a wood sword for kids', 'How to make a wood shield for kids', 'wood weapons', 'wood project', 'wood projects for kids', 'Woodworking', 'crafting']",22
1yV2W31ryys,Florida Fishing & Adventure - Christmas Vacation in Cape Coral FL (Part 1 of 2),2019-01-12 11:17:24+00:00,19,1,Saturday,806482,8692,1495.0,hd,"['Florida', 'fishing florida', 'florida adventure', 'travel florida', 'florida vacation', 'florida christmas vacation', 'cape coral florida vacation', 'visiting florida', 'visiting cape coral', 'visiting fort myers', 'fishing trip florida', 'christmas vacation florida', 'Florida fishing and adventure', 'outdoor activities', 'outdoor activities florida']",15
CWm5rpw-5oA,How to make a knife from all thread - knife making on a budget - Forging a knife without power tools,2017-06-03 10:58:02+00:00,17,6,Saturday,217298,3696,730.0,hd,"['knife', 'knife making', 'knifesmithing', 'blacksmithing', 'how to make a knife', 'how to make a knife from all thread', 'all thread knife', 'all thread', 'sheath', 'wooden sheath', 'paracord handle', 'no power tools', 'how to make a knife without power tools', 'make a knife', 'forging knife', 'knife forging']",16
M1AfBvJejRQ,Tom's Toad Fort Video - Building a cardboard fort for pet toad,2019-07-27 10:45:42+00:00,19,7,Saturday,195387,3187,336.0,hd,"['Toad', 'pet toad', 'outdoor boys', ""tommy's video"", 'cardboard fort', 'cardboard', 'cardboard fort for pet toad']",7
A6v5Vj6h_fQ,Camping Under the Snow in Hot Tent - Heated Snow Shelter & Sledding Hill of Death,2023-03-25 11:00:04+00:00,23,3,Saturday,17160196,288041,1416.0,hd,"['camping', 'cold weather camping', 'snow camping', 'camping in snow', 'hot tent', 'hot tent camping', 'camping in quinzee', 'camping in snow cave', 'snow cave', 'igloo', 'camping in igloo', 'building igloo', 'building survival shelter', 'survival shelter', 'winter survival', 'camping with kids', 'staying warm while winter camping', 'winter camping with kids', 'hot tent winter camping', 'hot tent camping in storm', 'bushcraft', 'winter bushcraft shelter', 'hammock hot tent', 'DIY hot tent', 'heated igloo', 'heated snow cave']",26
jn-7Lmko_P0,"35 Days Exploring, Fishing, Camping & Diving Entire UK (England, Wales, Scotland & N. Ireland)",2022-08-13 11:00:25+00:00,22,8,Saturday,12755399,63001,7862.0,hd,"['Travel', 'Travel video', 'Travel UK', 'Travel England', 'Travel Scotland', 'Travel Ireland', 'Travel Northern Ireland', 'Travel Wales', 'Fishing UK', 'Fishing England', 'Fishing', 'Camping', 'Vacation', 'Spearfishing', 'Diving', 'Touring', 'adventure travel', 'touring UK', 'sightseeing', 'historical travel', 'castles', 'fishing england', 'fishing wales', 'spearfishing UK', 'spearfishing england', 'camping scotland', 'camping UK', 'outdoor activities', 'outdoor activities UK', 'diving UK', 'family vacation', 'travel video UK']",32
OnUczVIroVk,How to Always Stay Warm - Winter Camping Tip #camping,2024-06-30 10:00:15+00:00,24,6,Sunday,336875,16321,38.0,hd,"['Staying warm', 'cold weather camping', 'camping', 'hiking', 'backpacking', 'outdoors', 'cold weather', 'stay warm', 'hypothermia', 'frost bite', 'mountaineering', 'mountain climbing', 'trekking', 'cross country skiing', 'skiing', 'winter sports', 'winter', 'snow']",18
EO7Q9rGfrE8,Lego Fishing Cabin - Building & Camping in Lego Fort- Survival Shelter Challenge,2019-04-13 10:37:21+00:00,19,4,Saturday,18299748,101781,829.0,hd,"['Camping', 'Survival', 'bushcraft', 'tiny home', 'tiny house', 'off the grid', 'Lego', 'lego blocks', 'lego house', 'lego cabin', 'lego fishing cabin', 'lego fort', 'survival shelter', 'Challenge', 'fishing', 'Fishing cabin', 'lego project', 'overnight', 'lego tiny house', 'building a cabin', 'building survival shelter', 'backcountry', 'Building a cabin from legos', 'lego home', 'family camping', 'camping with kids', 'building with legos', 'jumbo bricks']",28
-rJ55fp1JlY,22 Miles (35 km) in a Blizzard Without a Tent - Solo Camping in Survival Shelters,2023-12-09 12:00:00+00:00,23,12,Saturday,14470418,361534,1956.0,hd,"['Camping', 'survival', 'Bushcraft', 'Skiing', 'Hiking', 'Backpacking', 'winter', 'Cold weather', 'Alaska', 'Winter camping', 'survival shelter', 'bush craft camping', 'bushcraft shelter', 'winter camping in snow', 'camping in snow', 'snow shelter', 'solo camping', 'camping without tent', 'camping in deep snow', 'winter survival shelter', 'camping in a survival shelter', 'camping in Alaska', 'winter camping Alaska', 'survival camping in Alaska', 'backcountry camping', 'back country skiing', 'winter hiking', 'cold weather survival']",28
GP2usvMQj3k,Lego Cabin Tear down & moving 400 lbs of legos,2019-05-04 10:53:01+00:00,19,5,Saturday,401063,3868,694.0,hd,"['Lego cabin', 'VLOG', 'youtuber', 'being a youtuber', 'behind the scenes', 'legos']",6
6ZRFGbyX2e0,Surf Fishing & Camping on a Beach - Halibut Catch & Cook,2022-06-11 11:00:03+00:00,22,6,Saturday,1260618,25660,984.0,hd,"['Fishing', 'camping', 'catch and cook', 'catch clean cook', 'halibut catch and cook', 'surf fishing', 'shore fishing', 'beach fishing', 'beach camping', 'surf fishing halibut', 'fishing for halibut', 'fishing Alaska', 'fishing for alaskan halibut', 'salt water fishing', 'camping and fishing', 'camping Alaska', 'family camping', 'campfire cooking', 'how to catch halibut']",19
mH0FKVM2y0A,"Hunting & Camping with Hadza Tribe in Africa - Forging Spears, Foraging Honey & Primitive Survival",2024-06-22 11:00:51+00:00,24,6,Saturday,10697107,161343,6110.0,hd,"['Hadza', 'Hadzabe', 'Datoga', 'Tanzania', 'Africa', 'Survival', 'Primitive Survival', 'Survival camping', 'Camping', 'Hunting', 'Foraging', 'Forging', 'Forging arrowheads', 'Primitive Survival Camping', 'Bushcraft', 'Bushcraft camping', 'Hadza tribe', 'Hunting with Hadza', 'Hunting Africa', 'Survival hunting', 'Catch and cook', 'Primitive Survival Skills', 'Survival skills', 'Primitive forging', 'Primitive camping', 'Hunting and gathering', 'Foraging wild honey', 'Travel to tanzania', 'Tanzania vacation', 'things to do in Tanzania']",30
rfJAisbvbxg,Deep Cleaning MOLDY Car w/ MOUSE Infestation!!! Epic Auto Detailing/Restoration Challenge.,2020-10-10 10:41:38+00:00,20,10,Saturday,1925268,27935,1058.0,hd,"['Cleaning', 'restoration', 'deep cleaning', 'cleaning car interior', 'cleaning mold', 'mold removal', 'mold car', 'car detailing', 'auto detailing', 'cleaning moldy car interior', 'restoring mold car interior', 'deep cleaning ca', 'deep cleaning mold', 'how to clean car', 'how to detail car', 'car restoration', 'car interior restoration', 'car mold detail', 'impossible car detailing', 'full interior car detail', 'nastiest car ever', 'auto detailing video', 'cleaning videos', 'remove mold from car interior']",24
XJ8cjTOasxA,Bushcraft Camping with Coyotes & Hunting My Dinner,2023-11-18 12:00:26+00:00,23,11,Saturday,15770003,337501,1166.0,hd,"['Bushcraft', 'camping', 'solo camping', 'bushcraft camping', 'survival', 'survival camping', 'primitive survival', 'cold weather camping', 'camping Alaska', 'hunting', 'catch and cook', 'backcountry camping', 'hunting and camping', 'camping catch and cook', 'hunting catch and cook', 'campfire cooking', 'bushcraft cooking', 'bushcraft shelter', 'camping in a bushcraft shelter', 'solo bushcraft camping', 'cold weather bushcraft', 'making a bushcraft shelter', 'easy bushcraft shelter', 'bushcraft cot', 'hunting grouse']",25
XHoqHQb3XRk,Building a Bushcraft Hot Tent in Alaska  #outdoorsurvival #camping #bushcraftadventure  #outdoorsy,2024-05-05 05:41:07+00:00,24,5,Sunday,134891,8049,42.0,hd,"['camping', 'survival', 'bushcraft', 'hot tent', 'cold weather camping', 'arctic', 'alaska', 'camping Alaska', 'survival camping', 'bushcraft camping', 'hot tent camping', 'winter camping', 'winter camping in Alaska', 'deep snow camping', 'bushcraft skills', 'adventure camping', 'kei truck', 'camping in arctic', 'coldest town on earth']",19
Whe4B5yBrZc,Can I Cave-in my Snow Cave Survival Shelter? #survivalshelter #survivalskills,2024-05-27 14:00:19+00:00,24,5,Monday,6612869,510469,60.0,hd,"['Survival Shelters', 'Survival', 'Survival camping', 'cold weather survival', 'Cold weather camping', 'camping', 'bushcraft']",7
SsSZ-ETmWpM,Winter Camping Under Frozen Waterfall in Survival Shelter Hot Tent - Winter Backpacking & Hiking,2021-02-20 12:00:41+00:00,21,2,Saturday,3620245,69054,987.0,hd,"['Camping', 'hiking', 'backpacking', 'trekking', 'backcountry camping', 'remote camping', 'wilderness camping', 'hot tent', 'DIY hot tent', 'make hot tent', 'primitive shelter', 'primitive hot tent', 'make tent from tarp', 'cold weather camping', 'winter camping', 'winter hiking', 'exploring cave', 'canyoneering', 'camping with kids', 'DIY hot tent shelter', 'hiking with kids', 'camping in snow', 'Survival camping', 'bushcraft', 'Outdoor Adventure', 'Winter adventures', 'winter backpacking', 'Survival shelter']",28
RairSvcJdK8,Whittier Tunnel - gorgeous drive to Whittier Alaska,2015-09-17 23:19:41+00:00,15,9,Thursday,81204,1662,165.0,hd,"['Whittier tunnel', 'Whittier Alaska', 'Whittier', 'Alaska', 'AK', 'Driving to Whittier']",6
RnA9TY0pfjY,FISHING JAPANESE STYLE - Samurai castles!!! (WT Part 4),2018-09-08 11:34:21+00:00,18,9,Saturday,673104,5835,1584.0,hd,"['kyoto japan', 'visiting japan', 'traveling to Kyoto japan', 'flying to japan', 'japanese food', 'sight seeing japan', 'visiting kyoto', 'Kansai airport', 'Thing to do in Japan', 'riding a mamachari in japan', 'renting a house in japan', 'japanese fishing gear', 'visiting japan with my family', 'outdoor boys world tour', 'Nijo jo', 'Kyoto Castle', 'Kyoto palace', 'Goshou', 'Japanese imperial palace', 'Shogun castle', 'Lake Biwa', 'Fishing lake biwa', 'Fishing kyoto', 'Samurai castles', 'fishing japanese style']",25
0qV5JyQk2Jw,Zombie Virus NERF WAR!!! Social Distancing with Guns,2020-03-21 10:56:14+00:00,20,3,Saturday,7278124,39372,493.0,hd,"['Nerf', 'nerf war', 'nerf battle', 'nerf fight', 'nerf gun', 'nerf gun battle', 'nerf gun war', 'zombie', 'zombie war', 'zombie nerf gun', 'zombie nerf war', 'zombie nerf battle', 'corona virus', 'zombie virus', 'social distancing', 'quarentine', 'parents vs kids nerf battle', 'nerf gun kids', 'zombie nerf survival']",19
Ag127dMivAQ,Camping at -27F/-34C Goes Wrong,2023-06-03 11:00:11+00:00,23,6,Saturday,3163230,79401,1784.0,hd,"['outdoor boys', 'camping', 'winter camping', 'extreme cold', 'camping with kids', 'camping fails', 'fail video', 'family camping', 'survival camping', 'camping in snow', 'deep snow camping', 'VLOG', 'Outdoor boys wife']",13
i0n2ggRGUbk,3 Days Camping in Cling Wrap Cabin - Crazy Bushcraft Shelter & DIY Greenhouse,2022-09-03 11:00:32+00:00,22,9,Saturday,3226621,56192,1233.0,hd,"['Camping', 'camping with family.', 'camping with kids', 'bushcraft camping', 'building a shelter', 'DIY greenhouse', 'cheap DIY greenhouse', 'building a cabin', 'survival shelter', 'camping in shelter', 'camping in survival shelter', 'building a mini cabin', 'tiny home']",13
Pjh9n4l7F3E,I Rented a MINIGUN!! & my wife races Lamborghini in Vegas  (WT Part 2),2018-08-25 10:36:56+00:00,18,8,Saturday,1031067,12479,1678.0,hd,"['Las Vegas', 'World Tour', 'Outdoor boys world tour', 'mini gun', 'machine guns', 'shooting machine guns', 'battle field vegas', 'exotic racing las vegas', 'exotic racing', 'lamborghini', 'racing lamborghini', 'shooting a .50 cal', 'shooting a minigun', 'travel log', 'las vegas road trip', 'family friendly las vegas', 'family trip to vegas', 'visiting las vegas', 'driving to las vegas', 'things to do in Las Vegas', 'renting minigun', 'adventures', 'renting guns']",23
m9jFLSF91EA,Never Get Cold Again! Ultimate Winter Camping Hack #camping,2024-06-21 22:30:05+00:00,24,6,Friday,311122,14580,21.0,hd,"['Staying warm', 'cold weather camping', 'camping', 'hiking', 'backpacking', 'outdoors', 'cold weather', 'stay warm', 'hypothermia', 'frost bite', 'mountaineering', 'mountain climbing', 'trekking', 'cross country skiing', 'skiing', 'winter sports', 'winter', 'snow']",18
Fxvg8p-Vml8,"TANK CAMPING IN DESERT! Flame throwers, Hunting Arrowheads, Fossils, Caving - BEST Family Vacation!",2021-07-07 23:20:13+00:00,21,7,Wednesday,3681052,39201,1887.0,hd,"['Tanks', 'Camping', 'drive tank', 'shoot tank', 'drive tanks', 'weapons', 'military weapons', 'rent tank', 'flame thrower', 'hunting', 'guns', 'shooting', 'camping', 'camping adventure', 'tank camping', 'camping in desert', 'desert camping', 'family camping', 'family vacation', 'family adventure', 'arrowheads', 'fossil hunting', 'arrowhead hunting', 'animal safari', 'sherman tank', 'leopard tank', 'adventure camping', 'extreme camping', 'extreme vacation', 'crazy things to do', 'best thing to do in texas', 'texas vacation', 'texas adventure']",33
_8yzaV_5EQE,Deep Snow Shelter in Alaska                 #OutdoorBoys #camping #survivalskills  #survival,2024-05-10 06:19:20+00:00,24,5,Friday,534711,26020,60.0,hd,"['survival shelter', 'dugout', 'dugout shelter', 'dugout shelter winter', 'winter survival shelter', 'camping', 'solo camping', 'solo winter camping', 'survival camping', 'Survival', 'wilderness survival', 'snow cave camping', 'snow cave', 'quinzee', 'igloo', 'winter shelter', 'camping in snow storm', 'camping in blizzard', 'camping in snow', 'snow camping', 'cold weather camping', 'extreme survival camping', 'bushcraft', 'bushcraft camping', 'camping in dugout', 'dugout shelter build', 'building survival shelter', 'Alaska', 'Deep snow']",29
szOPIl8Iehg,Rebuilding Off-Grid Cabin at our Abandoned Homestead (prepping for Alaska's winter),2024-11-16 12:01:10+00:00,24,11,Saturday,9119280,332860,2314.0,hd,"['Homestead', 'cabin', 'off-grid', 'off grid cabin', 'off grid homestead', 'abandoned homestead', 'abandoned cabin', 'exploring abandoned houses', 'treasure', 'storage unit', 'remote homestead', 'remote cabin', 'Alaska', 'rural alaska', 'homestead alaska', 'off grid homestead in Alaska', 'camping in Alaska', 'treasure hunting', 'buying homestead', 'ATV', 'Off road', 'living in Alaska', 'Alaska living', 'alaska homestead', 'moving to alaska', 'cheap property alaska', 'building an off-grid cabin', 'building a cabin']",28
